tool_zh,tool_en,url,industry,quality,competitor,competitor_url,match_type,suggest_platform
BMI Body Mass Index,BMI Body Mass Index,https://chenguangwu.github.io/tools/healthcare/bmi-calculator.html,healthcare,A,BMI Calculator (NIH),https://www.nhlbi.nih.gov/health/educational/lose_wt/BMI/bmicalc.htm,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
BMI Body Mass Index Calculator,BMI Body Mass Index Calculator,https://chenguangwu.github.io/tools/health/bmi-calculator.html,health,A,BMI Calculator (NIH),https://www.nhlbi.nih.gov/health/educational/lose_wt/BMI/bmicalc.htm,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
BMICalculator,BMICalculator,https://chenguangwu.github.io/tools/fitness/calculator-calc-constitution.html,fitness,A,行业资源页（fitness工具清单）,"Google 搜: ""best free online fitness tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
BMR (Basal Metabolic Rate) Calculator,BMR (Basal Metabolic Rate) Calculator,https://chenguangwu.github.io/tools/fitness/calc-2.html,fitness,A,行业资源页（fitness工具清单）,"Google 搜: ""best free online fitness tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
BMR Calculator,BMR Calculator,https://chenguangwu.github.io/tools/health/bmr-calculator.html,health,A,行业资源页（健康工具清单）,"Google 搜: ""best free online health tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Bac Calculator,Bac Calculator,https://chenguangwu.github.io/tools/healthcare/bac-calculator.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Bag Valve Mask,Bag Valve Mask,https://chenguangwu.github.io/tools/clinical-nursing/bag-valve-mask.html,clinical-nursing,A,行业资源页（clinical-nursing工具清单）,"Google 搜: ""best free online clinical-nursing tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Barthel Index,Barthel Index,https://chenguangwu.github.io/tools/clinical-nursing/barthel-index.html,clinical-nursing,A,行业资源页（clinical-nursing工具清单）,"Google 搜: ""best free online clinical-nursing tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Basdai,Basdai,https://chenguangwu.github.io/tools/rheumatology/basdai.html,rheumatology,A,行业资源页（rheumatology工具清单）,"Google 搜: ""best free online rheumatology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Berg Balance Scale,Berg Balance Scale,https://chenguangwu.github.io/tools/rehabilitation/berg-balance-scale.html,rehabilitation,A,行业资源页（rehabilitation工具清单）,"Google 搜: ""best free online rehabilitation tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Bis11 Impulse,Bis11 Impulse,https://chenguangwu.github.io/tools/psychiatry/bis11-impulse.html,psychiatry,A,行业资源页（psychiatry工具清单）,"Google 搜: ""best free online psychiatry tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Bishop Score,Bishop Score,https://chenguangwu.github.io/tools/obstetrics/bishop-score.html,obstetrics,A,行业资源页（obstetrics工具清单）,"Google 搜: ""best free online obstetrics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Biyun Pearlzhishu Shibailv,Biyun Pearlzhishu Shibailv,https://chenguangwu.github.io/tools/obstetrics/biyun-pearlzhishu-shibailv.html,obstetrics,A,行业资源页（obstetrics工具清单）,"Google 搜: ""best free online obstetrics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Blood Pressure Classifier,Blood Pressure Classifier,https://chenguangwu.github.io/tools/health/blood-pressure-classifier.html,health,A,行业资源页（健康工具清单）,"Google 搜: ""best free online health tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Blood Pressure Grade,Blood Pressure Grade,https://chenguangwu.github.io/tools/healthcare/blood-pressure-grade.html,healthcare,A,Grade Calculator / Calculator.net,https://www.calculator.net/grade-calculator.html,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Blood Type Calculator,Blood Type Calculator,https://chenguangwu.github.io/tools/health/blood-type-calculator.html,health,A,行业资源页（健康工具清单）,"Google 搜: ""best free online health tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Bmi 2,Bmi 2,https://chenguangwu.github.io/tools/healthcare/bmi-2.html,healthcare,A,BMI Calculator (NIH),https://www.nhlbi.nih.gov/health/educational/lose_wt/BMI/bmicalc.htm,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Bmi Beauty,Bmi Beauty,https://chenguangwu.github.io/tools/beauty/bmi-beauty.html,beauty,A,BMI Calculator (NIH),https://www.nhlbi.nih.gov/health/educational/lose_wt/BMI/bmicalc.htm,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Bmr Calculator,Bmr Calculator,https://chenguangwu.github.io/tools/healthcare/bmr-calculator.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Body Fat Calculator,Body Fat Calculator,https://chenguangwu.github.io/tools/health/body-fat-calculator.html,health,A,行业资源页（健康工具清单）,"Google 搜: ""best free online health tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Body Fat Calculator (Navy Method),Body Fat Calculator (Navy Method),https://chenguangwu.github.io/tools/fitness/calc-3.html,fitness,A,行业资源页（fitness工具清单）,"Google 搜: ""best free online fitness tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Body Fat Estimator,Body Fat Estimator,https://chenguangwu.github.io/tools/healthcare/body-fat-estimator.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Body Fat Resistance Estimate ( BIA ),Body Fat Resistance Estimate ( BIA ),https://chenguangwu.github.io/tools/fitness/resistance.html,fitness,A,行业资源页（fitness工具清单）,"Google 搜: ""best free online fitness tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Bodyfat Caliper,Bodyfat Caliper,https://chenguangwu.github.io/tools/fitness/bodyfat-caliper.html,fitness,A,行业资源页（fitness工具清单）,"Google 搜: ""best free online fitness tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Bp Trend,Bp Trend,https://chenguangwu.github.io/tools/elderly/bp-trend.html,elderly,A,行业资源页（elderly工具清单）,"Google 搜: ""best free online elderly tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Breathing Frequency Evaluate,Breathing Frequency Evaluate,https://chenguangwu.github.io/tools/healthcare/resp-rate.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Bsa Calculator,Bsa Calculator,https://chenguangwu.github.io/tools/healthcare/bsa-calculator.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Bvas,Bvas,https://chenguangwu.github.io/tools/rheumatology/bvas.html,rheumatology,A,行业资源页（rheumatology工具清单）,"Google 搜: ""best free online rheumatology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
CHADS ₂ -VASc Score,CHADS ₂ -VASc Score,https://chenguangwu.github.io/tools/healthcare/chads-vasc.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
COPD ( CAT Score ) Questionnaire,COPD ( CAT Score ) Questionnaire,https://chenguangwu.github.io/tools/pulmonology/copd-cat.html,pulmonology,A,行业资源页（pulmonology工具清单）,"Google 搜: ""best free online pulmonology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calc,Calc,https://chenguangwu.github.io/tools/fitness/calc.html,fitness,A,行业资源页（fitness工具清单）,"Google 搜: ""best free online fitness tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calc Cpk,Calc Cpk,https://chenguangwu.github.io/tools/quality/calc-cpk.html,quality,A,行业资源页（quality工具清单）,"Google 搜: ""best free online quality tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calc Heart Rate,Calc Heart Rate,https://chenguangwu.github.io/tools/fitness/calc-heart-rate.html,fitness,A,行业资源页（fitness工具清单）,"Google 搜: ""best free online fitness tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calc Heart Rate 1,Calc Heart Rate 1,https://chenguangwu.github.io/tools/sports/calc-heart-rate-1.html,sports,A,行业资源页（sports工具清单）,"Google 搜: ""best free online sports tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calc Length Cutting,Calc Length Cutting,https://chenguangwu.github.io/tools/sports/calc-length-cutting.html,sports,A,行业资源页（sports工具清单）,"Google 搜: ""best free online sports tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calc Subnet,Calc Subnet,https://chenguangwu.github.io/tools/network/calc-subnet.html,network,A,行业资源页（network工具清单）,"Google 搜: ""best free online network tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calc Volume,Calc Volume,https://chenguangwu.github.io/tools/urology/calc-volume.html,urology,A,行业资源页（urology工具清单）,"Google 搜: ""best free online urology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calculator Calc 13,Calculator Calc 13,https://chenguangwu.github.io/tools/fitness/calculator-calc-13.html,fitness,A,行业资源页（fitness工具清单）,"Google 搜: ""best free online fitness tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calculator Calc 2,Calculator Calc 2,https://chenguangwu.github.io/tools/medical/calculator-calc-2.html,medical,A,行业资源页（medical工具清单）,"Google 搜: ""best free online medical tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calculator Calc Heart Rate,Calculator Calc Heart Rate,https://chenguangwu.github.io/tools/fitness/calculator-calc-heart-rate.html,fitness,A,行业资源页（fitness工具清单）,"Google 搜: ""best free online fitness tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calculator Calc Metabolism,Calculator Calc Metabolism,https://chenguangwu.github.io/tools/fitness/calculator-calc-metabolism.html,fitness,A,行业资源页（fitness工具清单）,"Google 搜: ""best free online fitness tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calculator Calc Ratio 1,Calculator Calc Ratio 1,https://chenguangwu.github.io/tools/agriculture/calculator-calc-ratio-1.html,agriculture,A,行业资源页（agriculture工具清单）,"Google 搜: ""best free online agriculture tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calorie Calculate,Calorie Calculate,https://chenguangwu.github.io/tools/food/calorie-calculator.html,food,A,行业资源页（food工具清单）,"Google 搜: ""best free online food tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calorie Calculator,Calorie Calculator,https://chenguangwu.github.io/tools/life/calorie-calculator.html,life,A,行业资源页（生活工具清单）,"Google 搜: ""best free online life tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calorie Deficit,Calorie Deficit,https://chenguangwu.github.io/tools/nutrition/calorie-deficit.html,nutrition,A,行业资源页（nutrition工具清单）,"Google 搜: ""best free online nutrition tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Calorie Demand Calculator,Calorie Demand Calculator,https://chenguangwu.github.io/tools/health/calorie-needs.html,health,A,行业资源页（健康工具清单）,"Google 搜: ""best free online health tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Capsule Endoscopy,Capsule Endoscopy,https://chenguangwu.github.io/tools/gastroenterology/capsule-endoscopy.html,gastroenterology,A,行业资源页（gastroenterology工具清单）,"Google 搜: ""best free online gastroenterology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Carbon Ratio,Carbon Ratio,https://chenguangwu.github.io/tools/fitness/carbon-ratio.html,fitness,A,行业资源页（fitness工具清单）,"Google 搜: ""best free online fitness tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Cardiac Marker Curve,Cardiac Marker Curve,https://chenguangwu.github.io/tools/clinical-lab/cardiac-marker-curve.html,clinical-lab,A,行业资源页（clinical-lab工具清单）,"Google 搜: ""best free online clinical-lab tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Cdai,Cdai,https://chenguangwu.github.io/tools/gastroenterology/cdai.html,gastroenterology,A,行业资源页（gastroenterology工具清单）,"Google 搜: ""best free online gastroenterology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Cdrisc Resilience,Cdrisc Resilience,https://chenguangwu.github.io/tools/psychiatry/cdrisc-resilience.html,psychiatry,A,行业资源页（psychiatry工具清单）,"Google 搜: ""best free online psychiatry tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Chd Assessment,Chd Assessment,https://chenguangwu.github.io/tools/pediatrics/chd-assessment.html,pediatrics,A,行业资源页（pediatrics工具清单）,"Google 搜: ""best free online pediatrics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Child Height Predictor,Child Height Predictor,https://chenguangwu.github.io/tools/health/child-height-predictor.html,health,A,行业资源页（健康工具清单）,"Google 搜: ""best free online health tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Child Medication Dose,Child Medication Dose,https://chenguangwu.github.io/tools/health/child-medication-dose.html,health,A,行业资源页（健康工具清单）,"Google 搜: ""best free online health tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Children BMICalculator,Children BMICalculator,https://chenguangwu.github.io/tools/health/child-bmi-calculator.html,health,A,BMI Calculator (NIH),https://www.nhlbi.nih.gov/health/educational/lose_wt/BMI/bmicalc.htm,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Children Dose Convert,Children Dose Convert,https://chenguangwu.github.io/tools/healthcare/healthcare.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Cholesterol Ratio,Cholesterol Ratio,https://chenguangwu.github.io/tools/health/cholesterol-ratio.html,health,A,行业资源页（健康工具清单）,"Google 搜: ""best free online health tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Ckd Epi,Ckd Epi,https://chenguangwu.github.io/tools/cardiology/ckd-epi.html,cardiology,A,行业资源页（cardiology工具清单）,"Google 搜: ""best free online cardiology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Clinical Score,Clinical Score,https://chenguangwu.github.io/tools/medical/clinical-tools.html,medical,A,行业资源页（medical工具清单）,"Google 搜: ""best free online medical tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Constitution Test,Constitution Test,https://chenguangwu.github.io/tools/tcm-diagnosis/constitution-test.html,tcm-diagnosis,A,行业资源页（tcm-diagnosis工具清单）,"Google 搜: ""best free online tcm-diagnosis tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Construction Cost Index Calculator,Construction Cost Index Calculator,https://chenguangwu.github.io/tools/general/gongchengzaojiazhishujisuan.html,general,A,行业资源页（general工具清单）,"Google 搜: ""best free online general tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Continuous Cropping Index,Continuous Cropping Index,https://chenguangwu.github.io/tools/agriculture/continuous-cropping-index.html,agriculture,A,行业资源页（agriculture工具清单）,"Google 搜: ""best free online agriculture tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Continuous Cropping Obstacle Index,Continuous Cropping Obstacle Index,https://chenguangwu.github.io/tools/agriculture/calc-3.html,agriculture,A,行业资源页（agriculture工具清单）,"Google 搜: ""best free online agriculture tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Creatinine Clearance,Creatinine Clearance,https://chenguangwu.github.io/tools/nephrology/creatinine-clearance.html,nephrology,A,行业资源页（nephrology工具清单）,"Google 搜: ""best free online nephrology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
DMFT Caries Index,DMFT Caries Index,https://chenguangwu.github.io/tools/dentistry/calc-1.html,dentistry,A,行业资源页（dentistry工具清单）,"Google 搜: ""best free online dentistry tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Daily Energy Requirement (RER) Calculator,Daily Energy Requirement (RER) Calculator,https://chenguangwu.github.io/tools/medical/calc-34.html,medical,A,行业资源页（medical工具清单）,"Google 搜: ""best free online medical tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Daily Nutrient Requirement Calculator,Daily Nutrient Requirement Calculator,https://chenguangwu.github.io/tools/nutrition/calc-1.html,nutrition,A,行业资源页（nutrition工具清单）,"Google 搜: ""best free online nutrition tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Daily Protein Requirement Calculator,Daily Protein Requirement Calculator,https://chenguangwu.github.io/tools/fitness/calc-5.html,fitness,A,行业资源页（fitness工具清单）,"Google 搜: ""best free online fitness tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Daily Water Intake Calculator,Daily Water Intake Calculator,https://chenguangwu.github.io/tools/health/calc-1.html,health,A,行业资源页（健康工具清单）,"Google 搜: ""best free online health tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Dermatoscopy Abcd,Dermatoscopy Abcd,https://chenguangwu.github.io/tools/dermatology/dermatoscopy-abcd.html,dermatology,A,行业资源页（dermatology工具清单）,"Google 搜: ""best free online dermatology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Dhi,Dhi,https://chenguangwu.github.io/tools/neurology/dhi.html,neurology,A,行业资源页（neurology工具清单）,"Google 搜: ""best free online neurology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Diagnosis,Diagnosis,https://chenguangwu.github.io/tools/automotive/analysis-diagnosis.html,automotive,A,行业资源页（automotive工具清单）,"Google 搜: ""best free online automotive tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Dic Scoring,Dic Scoring,https://chenguangwu.github.io/tools/hematology/dic-scoring.html,hematology,A,行业资源页（hematology工具清单）,"Google 搜: ""best free online hematology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Disease Tracking,Disease Tracking,https://chenguangwu.github.io/tools/tcm-diagnosis/disease-tracking.html,tcm-diagnosis,A,行业资源页（tcm-diagnosis工具清单）,"Google 搜: ""best free online tcm-diagnosis tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Dosage Calculator,Dosage Calculator,https://chenguangwu.github.io/tools/medical/dosage-calculator.html,medical,A,行业资源页（medical工具清单）,"Google 搜: ""best free online medical tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Due Date Calc,Due Date Calc,https://chenguangwu.github.io/tools/healthcare/due-date-calc.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Egfr,Egfr,https://chenguangwu.github.io/tools/healthcare/egfr.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Egfr,Egfr,https://chenguangwu.github.io/tools/nephrology/egfr.html,nephrology,A,行业资源页（nephrology工具清单）,"Google 搜: ""best free online nephrology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Egfr Calculator,Egfr Calculator,https://chenguangwu.github.io/tools/healthcare/egfr-calculator.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Enuresis Age,Enuresis Age,https://chenguangwu.github.io/tools/pediatrics/enuresis-age.html,pediatrics,A,Age Calculator / Calculator.net,https://www.calculator.net/age-calculator.html,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Essdai,Essdai,https://chenguangwu.github.io/tools/rheumatology/essdai.html,rheumatology,A,行业资源页（rheumatology工具清单）,"Google 搜: ""best free online rheumatology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Estimate,Estimate,https://chenguangwu.github.io/tools/fitness/estimate.html,fitness,A,行业资源页（fitness工具清单）,"Google 搜: ""best free online fitness tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Estimate 1,Estimate 1,https://chenguangwu.github.io/tools/nutrition/estimate-1.html,nutrition,A,行业资源页（nutrition工具清单）,"Google 搜: ""best free online nutrition tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Estimate 2,Estimate 2,https://chenguangwu.github.io/tools/fitness/estimate-2.html,fitness,A,行业资源页（fitness工具清单）,"Google 搜: ""best free online fitness tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Estimate 2,Estimate 2,https://chenguangwu.github.io/tools/nutrition/estimate-2.html,nutrition,A,行业资源页（nutrition工具清单）,"Google 搜: ""best free online nutrition tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Estimate Metabolism,Estimate Metabolism,https://chenguangwu.github.io/tools/medical/estimate-metabolism.html,medical,A,行业资源页（medical工具清单）,"Google 搜: ""best free online medical tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Estimate Soil,Estimate Soil,https://chenguangwu.github.io/tools/agriculture/estimate-soil.html,agriculture,A,行业资源页（agriculture工具清单）,"Google 搜: ""best free online agriculture tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Exponent Calculator,Exponent Calculator,https://chenguangwu.github.io/tools/science/exp-calculator.html,science,A,行业资源页（科学工具清单）,"Google 搜: ""best free online science tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Exponent Distribution Calculator,Exponent Distribution Calculator,https://chenguangwu.github.io/tools/it/exponential-distribution.html,it,A,行业资源页（IT/开发工具清单）,"Google 搜: ""best free online it tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fat Loss Deficit,Fat Loss Deficit,https://chenguangwu.github.io/tools/healthcare/fat-loss-deficit.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fat Soxhlet,Fat Soxhlet,https://chenguangwu.github.io/tools/food-testing/fat-soxhlet.html,food-testing,A,行业资源页（food-testing工具清单）,"Google 搜: ""best free online food-testing tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fat-Loss Energy Deficit Calculator,Fat-Loss Energy Deficit Calculator,https://chenguangwu.github.io/tools/fitness/jianzhinengliangquekoujisuan.html,fitness,A,行业资源页（fitness工具清单）,"Google 搜: ""best free online fitness tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fermentation Brix,Fermentation Brix,https://chenguangwu.github.io/tools/food-processing/fermentation-brix.html,food-processing,A,行业资源页（food-processing工具清单）,"Google 搜: ""best free online food-processing tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fetal Weight Hadlock,Fetal Weight Hadlock,https://chenguangwu.github.io/tools/obstetrics/fetal-weight-hadlock.html,obstetrics,A,行业资源页（obstetrics工具清单）,"Google 搜: ""best free online obstetrics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fim Scale,Fim Scale,https://chenguangwu.github.io/tools/rehabilitation/fim-scale.html,rehabilitation,A,行业资源页（rehabilitation工具清单）,"Google 搜: ""best free online rehabilitation tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Fish Weight,Fish Weight,https://chenguangwu.github.io/tools/fishery/fish-weight.html,fishery,A,行业资源页（fishery工具清单）,"Google 搜: ""best free online fishery tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Flacc Scale,Flacc Scale,https://chenguangwu.github.io/tools/rehabilitation/flacc-scale.html,rehabilitation,A,行业资源页（rehabilitation工具清单）,"Google 搜: ""best free online rehabilitation tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Food Calorie Calculator,Food Calorie Calculator,https://chenguangwu.github.io/tools/nutrition/calc-2.html,nutrition,A,行业资源页（nutrition工具清单）,"Google 搜: ""best free online nutrition tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Frequency 15,Frequency 15,https://chenguangwu.github.io/tools/general/frequency-15.html,general,A,行业资源页（general工具清单）,"Google 搜: ""best free online general tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gestational,Gestational,https://chenguangwu.github.io/tools/obstetrics/gestational.html,obstetrics,A,行业资源页（obstetrics工具清单）,"Google 搜: ""best free online obstetrics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gestational Age,Gestational Age,https://chenguangwu.github.io/tools/obstetrics/gestational-age.html,obstetrics,A,Age Calculator / Calculator.net,https://www.calculator.net/age-calculator.html,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Gfr Calculator,Gfr Calculator,https://chenguangwu.github.io/tools/health/gfr-calculator.html,health,A,行业资源页（健康工具清单）,"Google 搜: ""best free online health tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gfr Cockcroft,Gfr Cockcroft,https://chenguangwu.github.io/tools/healthcare/gfr-cockcroft.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gingival Index,Gingival Index,https://chenguangwu.github.io/tools/dentistry/gingival-index.html,dentistry,A,行业资源页（dentistry工具清单）,"Google 搜: ""best free online dentistry tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
"Glomerular Filtration Rate (24h Creatinine Clearance, Ccr)","Glomerular Filtration Rate (24h Creatinine Clearance, Ccr)",https://chenguangwu.github.io/tools/nephrology/shenxiaoqiulvguolv-24h-jiganqingchu-ccr.html,nephrology,A,行业资源页（nephrology工具清单）,"Google 搜: ""best free online nephrology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Glycated Albumin,Glycated Albumin,https://chenguangwu.github.io/tools/endocrinology/glycated-albumin.html,endocrinology,A,行业资源页（endocrinology工具清单）,"Google 搜: ""best free online endocrinology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Gonggao Fuweiyutaiertizhong Hadlock,Gonggao Fuweiyutaiertizhong Hadlock,https://chenguangwu.github.io/tools/obstetrics/gonggao-fuweiyutaiertizhong-hadlock.html,obstetrics,A,行业资源页（obstetrics工具清单）,"Google 搜: ""best free online obstetrics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Growth Curve Zscore,Growth Curve Zscore,https://chenguangwu.github.io/tools/pediatrics/growth-curve-zscore.html,pediatrics,A,行业资源页（pediatrics工具清单）,"Google 搜: ""best free online pediatrics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Guguanjieyan Womac Zhishu,Guguanjieyan Womac Zhishu,https://chenguangwu.github.io/tools/rheumatology/guguanjieyan-womac-zhishu.html,rheumatology,A,行业资源页（rheumatology工具清单）,"Google 搜: ""best free online rheumatology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
HOMA-IR Insulin Resistance Index,HOMA-IR Insulin Resistance Index,https://chenguangwu.github.io/tools/endocrinology/calc-1.html,endocrinology,A,行业资源页（endocrinology工具清单）,"Google 搜: ""best free online endocrinology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
